序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息
29,002908,德生科技,10.76,10.02,0.98,667132.0,708119655.89,10.84,10.76,9.7,9.82,9.78,3.57,18.54,178.24,4.2,4642209267.0,3872078880.0,0.0,0.0,34.16,23.54,软件开发
30,002020,京新药业,14.93,10.02,1.36,810697.0,1182135466.58,9.58,14.93,13.63,13.69,13.57,5.25,11.2,19.68,2.38,12855165060.0,10808847242.0,0.0,0.0,18.59,19.73,化学制药
31,001359,平安电工,36.81,10.01,3.35,63578.0,229055905.81,10.16,36.81,33.41,33.41,33.46,0.79,13.71,32.59,3.74,6828371504.0,1707247800.0,0.0,0.0,27.68,44.07,非金属材料
32,601208,东材科技,10.66,10.01,0.97,996924.0,1043581070.0,9.91,10.66,9.7,9.72,9.69,4.13,11.12,26.01,2.21,9559724081.0,9559724081.0,0.0,0.0,29.84,43.28,塑料制品
33,002623,亚玛顿,20.77,10.01,1.89,363793.0,755248607.6,1.54,20.77,20.48,20.77,18.88,7.25,18.31,204.7,1.43,4134528125.0,4125672316.0,0.0,0.0,61.38,38.93,光伏设备
34,002987,京北方,23.3,10.01,2.12,1278902.0,2842467901.91,9.44,23.3,21.3,22.52,21.18,0.79,15.16,108.15,7.47,20217123666.0,19652259763.0,0.0,0.0,98.98,133.23,软件开发
35,001210,金房能源,15.18,10.0,1.38,162691.0,242967763.25,10.36,15.18,13.75,13.85,13.8,8.65,17.07,4.58,1.74,2380416422.0,1446692937.0,0.0,0.0,38.88,31.31,公用事业
36,003036,泰坦股份,16.72,10.0,1.52,123651.0,200703403.0,9.41,16.72,15.29,15.5,15.2,2.18,5.72,47.58,2.66,3612219615.0,3612219615.0,0.0,0.0,52.55,38.64,专用设备
37,603601,再升科技,5.06,10.0,0.46,2464794.0,1224470991.0,7.39,5.06,4.72,4.78,4.6,2.99,24.13,38.51,2.45,5169562991.0,5169562991.0,0.0,0.0,56.17,51.04,玻璃玻纤
38,002755,奥赛康,18.04,10.0,1.64,263047.0,461270127.77,10.49,18.04,16.32,16.32,16.4,2.7,2.83,76.48,5.52,16744012732.0,16743854431.0,0.0,0.0,8.09,43.29,化学制药
39,600645,中源协和,25.87,9.99,2.35,357226.0,914197585.0,5.95,25.87,24.47,24.94,23.52,3.51,7.64,107.97,3.34,12105837784.0,12101214169.0,0.0,0.0,21.28,34.04,生物制品
40,002913,奥士康,34.79,9.99,3.16,135143.0,458477319.94,9.99,34.79,31.63,31.63,31.63,2.35,5.09,24.58,2.57,11040971934.0,9228704126.0,0.0,0.0,55.04,47.98,电子元件
41,002636,金安国纪,11.34,9.99,1.03,63892.0,72453267.18,0.0,11.34,11.34,11.34,10.31,0.27,0.88,88.34,2.47,8255520000.0,8213736829.0,0.0,0.0,48.82,48.04,电子元件
42,000710,贝瑞基因,14.65,9.98,1.33,484682.0,702265140.1,9.31,14.65,13.41,13.45,13.32,2.81,14.83,-200.36,3.11,5179089462.0,4788781906.0,0.0,0.0,19.11,73.37,医疗器械
43,600475,华光环能,12.57,9.97,1.14,601548.0,729840105.0,10.85,12.57,11.33,11.43,11.43,5.26,6.38,23.28,1.34,12016489214.0,11852073614.0,0.0,0.0,50.72,39.51,电源设备
44,000037,深南电A,9.6,9.97,0.87,223394.0,211114213.44,10.31,9.6,8.7,8.7,8.73,1.96,6.59,-117.56,3.92,5786520922.0,3253518240.0,0.0,0.0,26.98,20.6,电力行业
45,603676,卫信康,12.68,9.97,1.15,134044.0,165410995.0,7.29,12.68,11.84,11.98,11.53,2.5,3.08,16.32,3.96,5517847820.0,5517847820.0,0.0,0.0,40.27,29.79,化学制药
46,600119,长江投资,8.62,9.95,0.78,305840.0,263297625.0,4.08,8.62,8.3,8.62,7.84,4.49,8.37,-121.37,22.93,3148630589.0,3148630589.0,0.0,0.0,28.85,-1.71,物流行业
47,605500,森林包装,9.06,9.95,0.82,41920.0,37979139.0,0.0,9.06,9.06,9.06,8.24,1.21,1.01,27.7,1.47,3754464000.0,3754464000.0,0.0,0.0,44.27,33.04,造纸印刷
48,002201,九鼎新材,7.52,9.94,0.68,604241.0,439707473.95,11.99,7.52,6.7,6.84,6.84,3.02,10.07,74.53,4.44,4900304532.0,4513336169.0,0.0,0.0,27.46,44.89,玻璃玻纤
49,002562,兄弟科技,5.42,9.94,0.49,2226248.0,1201618381.39,3.04,5.42,5.27,5.42,4.93,3.55,31.73,68.94,1.84,5765256932.0,3802286004.0,0.0,0.0,46.88,27.53,化学制品
50,600744,华银电力,6.09,9.93,0.55,2105353.0,1250007576.0,8.66,6.09,5.61,5.75,5.54,1.11,10.37,40.86,10.83,12369546829.0,12369546829.0,0.0,0.0,97.09,95.82,电力行业
51,002558,巨人网络,25.14,9.07,2.09,1039856.0,2572335653.36,8.46,25.36,23.41,23.65,23.05,1.65,5.37,34.96,3.82,48639630361.0,48639630361.0,0.0,0.2,102.25,100.32,游戏
52,300335,迪森股份,5.98,8.73,0.48,1192247.0,730559566.95,20.36,6.6,5.48,5.5,5.5,8.78,31.04,37.25,1.51,2852534080.0,2297283761.0,-0.17,0.0,38.75,26.69,环保行业
53,301197,工大科雅,23.09,8.66,1.84,222349.0,507038655.62,16.66,24.8,21.26,21.5,21.25,1.43,27.02,405.44,2.06,2783268600.0,1900145370.0,0.39,1.49,88.03,53.52,软件开发
54,300645,正元智慧,22.42,8.57,1.77,455310.0,1008016332.63,10.61,23.32,21.13,21.13,20.65,1.92,32.68,-66.82,3.14,3185916370.0,3123452658.0,-0.27,0.18,89.52,52.83,互联网服务
55,430090,同辉信息,10.95,8.42,0.85,545870.0,594611757.09,16.04,11.62,10.0,10.25,10.1,1.26,40.33,-91.33,21.99,2182702329.0,1482054030.0,0.0,-0.09,122.56,98.37,软件开发
56,688221,前沿生物-U,12.84,8.26,0.98,292675.0,368882646.0,12.48,13.27,11.79,11.91,11.86,1.85,7.81,-27.25,4.38,4809589905.0,4809589905.0,0.0,0.47,65.04,31.56,化学制药
57,301526,国际复材,4.14,8.09,0.31,2397500.0,1014153649.46,16.71,4.58,3.94,3.96,3.83,3.76,17.07,74.09,1.95,15611435119.0,5814186701.0,-0.48,-0.24,33.55,11.89,玻璃玻纤
58,688202,美迪西,38.82,8.07,2.9,98061.0,370036387.0,11.66,39.51,35.32,36.0,35.92,3.25,7.28,-89.85,2.46,5228009043.0,5228009043.0,-0.1,-0.28,45.67,28.67,医疗服务
59,603228,景旺电子,46.58,7.87,3.4,595496.0,2747120766.0,9.01,47.5,43.61,44.09,43.18,0.99,6.45,33.58,4.01,43634516541.0,42984860623.0,0.02,0.04,69.75,72.26,电子元件
60,301002,崧盛股份,22.5,7.71,1.61,115526.0,262088738.4,14.6,23.8,20.75,20.81,20.89,1.73,15.76,-19231.2,3.67,2764722285.0,1649784893.0,0.18,0.18,70.33,32.43,电网设备
61,300313,*ST天山,7.5,7.6,0.53,142760.0,108088652.44,20.52,8.33,6.9,6.96,6.97,2.97,7.23,-118.33,-268.62,2347330470.0,1480145918.0,-0.13,0.0,39.15,29.31,农牧饲渔
62,601718,际华集团,4.11,7.59,0.29,6077925.0,2501148549.0,10.47,4.2,3.8,3.8,3.82,1.73,13.84,610.11,1.43,18049596850.0,18049596850.0,0.0,0.24,70.54,44.72,纺织服装
63,002130,沃尔核材,24.31,7.57,1.71,2665406.0,6489032785.64,9.51,24.86,22.71,22.8,22.6,3.02,21.34,30.58,5.48,30628134042.0,30366813503.0,0.0,0.0,37.42,-3.19,非金属材料
64,300529,健帆生物,23.19,7.51,1.62,312012.0,714955338.7,9.32,23.6,21.59,21.62,21.57,7.17,6.1,24.52,6.63,18519656327.0,11863678899.0,0.04,0.0,4.18,-18.8,医疗器械
65,600793,宜宾纸业,29.12,7.34,1.99,334608.0,964261121.0,12.31,29.84,26.5,27.12,27.13,1.97,18.91,80.36,21.66,5151444538.0,5151444538.0,-0.03,0.07,97.42,25.36,造纸印刷
66,002015,协鑫能科,13.8,7.23,0.93,2511971.0,3471989788.01,10.18,14.16,12.85,13.02,12.87,1.46,15.47,22.08,1.87,22401879673.0,22401879673.0,-0.07,-0.36,101.75,77.84,电力行业
67,000670,盈方微,8.33,7.21,0.56,3015795.0,2448349248.18,11.84,8.55,7.63,7.99,7.77,3.84,41.76,-134.03,159.77,6992946369.0,6015148911.0,-0.12,-0.6,48.22,0.12,半导体
68,300609,汇纳科技,34.45,7.15,2.3,141794.0,480235320.76,12.32,35.46,31.5,32.0,32.15,2.49,11.83,-392.15,4.03,4137940632.0,4130324633.0,0.12,0.12,50.04,39.81,互联网服务
69,002768,国恩股份,29.38,7.03,1.93,119356.0,341835787.0,8.89,29.56,27.12,27.4,27.45,3.25,6.75,17.94,1.61,7969325000.0,5192859913.0,0.03,0.0,27.63,28.86,塑料制品
70,300581,晨曦航空,21.19,6.97,1.38,1055527.0,2168324239.55,8.48,21.38,19.7,19.84,19.81,1.11,19.19,-191.61,11.85,11656821280.0,11656821280.0,0.05,0.14,165.87,89.03,航天航空
71,300941,创识科技,29.11,6.94,1.89,279366.0,794907019.3,12.97,30.2,26.67,27.46,27.22,1.59,23.49,491.44,4.71,5960272500.0,3461312266.0,0.03,0.03,68.85,-3.55,互联网服务
72,301469,恒达新材,28.35,6.9,1.83,70268.0,201290841.76,13.54,29.99,26.4,26.68,26.52,7.92,15.26,47.93,1.89,2536758000.0,1305763720.0,-0.25,-0.32,39.11,22.46,造纸印刷
73,601519,大智慧,11.1,6.83,0.71,2599597.0,2850838623.0,11.93,11.43,10.19,10.4,10.39,2.4,13.07,2321.1,15.48,22079676000.0,22079676000.0,0.0,0.36,20.92,20.0,软件开发
74,688566,吉贝尔,29.34,6.69,1.84,56623.0,164587947.0,8.91,29.93,27.48,27.5,27.5,3.92,2.84,29.53,2.6,5851301579.0,5851301579.0,-0.07,-0.17,36.85,32.52,化学制药
75,301178,天亿马,51.3,6.63,3.19,75509.0,380972553.44,8.58,51.81,47.68,47.8,48.11,1.5,15.26,1516.63,4.52,3442681440.0,2538136345.0,-0.1,0.39,89.02,83.54,软件开发
76,688630,芯碁微装,83.75,6.61,5.19,86638.0,726391271.0,8.66,86.15,79.35,79.35,78.56,2.09,6.58,53.18,5.34,11033284965.0,11033284965.0,-0.23,-0.24,44.77,46.03,专用设备
77,603881,数据港,25.64,6.57,1.58,972308.0,2535756232.0,9.81,26.47,24.11,24.2,24.06,4.91,13.53,104.52,5.68,18419186254.0,18419186254.0,0.0,0.27,2.81,36.09,互联网服务
78,002463,沪电股份,47.3,6.51,2.89,1011468.0,4813192873.96,4.32,48.51,46.59,46.7,44.41,1.46,5.26,29.83,7.78,90976278510.0,90917302930.0,-0.08,-0.13,73.83,20.82,电子元件
79,300468,四方精创,47.21,6.4,2.84,1325578.0,6109277371.49,10.71,47.94,43.19,45.3,44.37,1.08,25.02,485.63,15.68,25051952273.0,25011577809.0,0.36,0.3,169.46,191.42,软件开发
80,300533,冰川网络,34.63,6.36,2.07,413639.0,1416540460.56,14.22,36.89,32.26,32.26,32.56,1.37,25.07,10.75,5.57,8119418021.0,5713242371.0,0.29,0.0,65.69,75.25,游戏
81,002555,三七互娱,18.5,6.32,1.1,1455314.0,2633298446.3,7.41,18.64,17.35,17.41,17.4,1.64,9.1,18.63,3.24,40926397099.0,29580894921.0,0.11,0.11,43.19,22.84,游戏
82,600505,西昌电力,15.73,6.28,0.93,623021.0,965153172.0,10.41,16.2,14.66,14.73,14.8,2.48,17.09,1057.81,4.75,5734646775.0,5734646775.0,0.0,0.06,44.58,30.22,电力行业
83,603213,镇洋发展,12.0,6.1,0.69,176625.0,211407320.0,10.26,12.38,11.22,11.28,11.31,3.32,4.0,40.07,2.88,5301702264.0,5301702264.0,0.5,0.08,38.25,42.01,化学原料
84,870299,灿能电力,22.87,6.08,1.31,122845.0,278587458.21,10.99,23.65,21.28,21.34,21.56,2.25,27.25,114.56,7.66,2060799142.0,1030990669.0,-0.04,0.4,59.93,138.23,仪器仪表
85,603138,海量数据,15.19,6.08,0.87,295029.0,450724399.0,10.68,15.75,14.22,14.3,14.32,6.26,10.42,-63.19,5.53,4470913865.0,4300547078.0,0.0,0.0,15.95,5.71,软件开发
86,300469,信息发展,33.55,6.0,1.9,196904.0,644485945.82,9.35,34.16,31.2,31.65,31.65,2.58,7.93,-104.95,18.94,8328412545.0,8328202187.0,0.15,-0.42,31.72,42.77,软件开发
87,688180,君实生物-U,40.21,5.98,2.27,257515.0,1010402731.0,8.86,41.17,37.81,37.81,37.94,1.97,3.37,-43.94,7.35,41283199713.0,30742514124.0,-0.3,-0.4,49.81,47.13,生物制品
88,301176,逸豪新材,34.58,5.94,1.94,337018.0,1174051747.68,15.9,37.88,32.69,32.69,32.64,1.36,59.8,-949.0,3.81,5846325345.0,1948775126.0,-0.09,-0.77,143.18,109.07,电子元件
89,301330,熵基科技,27.73,5.92,1.55,203234.0,556380258.09,6.91,28.15,26.34,26.77,26.18,2.09,22.16,55.38,1.99,6526298482.0,2542755675.0,0.0,0.33,54.66,25.99,软件开发
90,300936,中英科技,41.6,5.91,2.32,85205.0,350119009.56,16.42,44.85,38.4,39.01,39.28,3.61,17.95,5459.79,3.11,3128320000.0,1974347440.0,0.1,-0.07,30.53,10.34,电子元件
91,603636,南威软件,12.73,5.91,0.71,757936.0,972964261.0,10.82,13.22,11.92,12.05,12.02,4.19,13.06,-53.24,3.18,7387989458.0,7387989458.0,0.0,-0.24,9.65,21.24,互联网服务
92,002734,利民股份,19.59,5.83,1.08,902071.0,1737139492.01,8.7,19.88,18.27,18.5,18.51,1.7,22.57,19.98,2.72,8639909168.0,7828535955.0,-0.05,-0.05,97.88,153.76,农药兽药
93,600095,湘财股份,10.4,5.8,0.57,2555812.0,2630846986.0,12.21,10.81,9.61,9.75,9.83,1.66,8.94,151.19,2.51,29735552527.0,29735552527.0,0.1,0.29,14.92,44.44,证券
94,688072,拓荆科技,158.2,5.78,8.65,51814.0,812042688.0,9.46,162.0,147.85,149.55,149.55,2.6,1.85,-75.29,8.67,44253146468.0,44253146468.0,-0.01,-0.05,2.91,3.13,半导体
95,300881,盛德鑫泰,36.01,5.73,1.95,123458.0,443815080.45,11.39,37.41,33.53,33.53,34.06,1.98,21.51,20.04,4.0,3961100000.0,2067199063.0,0.03,-0.25,42.56,21.04,钢铁行业
96,600149,廊坊发展,5.53,5.53,0.29,467656.0,255252643.0,9.73,5.75,5.24,5.24,5.24,3.31,12.3,74.71,8.79,2102284800.0,2102284800.0,0.0,0.0,42.16,35.54,电力行业
97,002365,永安药业,29.86,5.51,1.56,615428.0,1819144540.2,6.86,30.47,28.53,29.19,28.3,1.16,25.06,-503.71,4.52,8799219450.0,7332424616.0,0.13,0.03,222.46,273.72,化学制药
98,688291,金橙子,32.53,5.51,1.7,90024.0,285596676.0,14.34,33.89,29.47,30.42,30.83,1.81,26.74,69.76,3.59,3339747751.0,1095177751.0,-0.09,0.15,93.52,69.78,软件开发
99,831087,秋乐种业,20.38,5.49,1.06,186179.0,369274674.13,8.7,20.57,18.89,19.4,19.32,2.44,11.59,-187.69,6.33,3366776000.0,3273531896.0,0.05,0.44,21.6,74.19,农牧饲渔
100,301010,晶雪节能,18.73,5.46,0.97,151127.0,284796081.34,18.92,20.88,17.52,17.65,17.76,4.51,13.99,166.52,2.46,2022840000.0,2022840000.0,0.0,0.0,27.07,-19.85,装修建材
101,000559,万向钱潮,8.14,5.44,0.42,1632885.0,1308274200.88,6.74,8.18,7.66,7.75,7.72,2.67,4.94,22.93,3.04,26892861540.0,26892759342.0,0.12,0.12,20.24,36.35,汽车零部件
102,300395,菲利华,50.5,5.43,2.6,135679.0,676155025.75,7.72,51.5,47.8,48.03,47.9,1.3,2.64,62.75,6.32,26374517487.0,25908670692.0,0.24,0.04,10.09,34.74,非金属材料
103,000811,冰轮环境,10.73,5.4,0.55,798428.0,843418637.61,6.88,10.82,10.12,10.24,10.18,1.36,8.23,28.41,1.84,10651007296.0,10403565760.0,0.0,0.47,28.5,16.13,通用设备
104,688213,思特威-W,106.5,5.36,5.42,77615.0,815019416.0,7.29,108.4,101.03,101.09,101.08,1.53,2.4,55.88,9.74,42796127418.0,34404215075.0,0.0,0.05,30.04,37.3,半导体
105,601965,中国汽研,18.75,5.34,0.95,188065.0,347670293.0,6.46,18.86,17.71,17.8,17.8,4.54,1.89,26.4,2.69,18807279131.0,18637435631.0,0.0,0.05,6.84,7.02,汽车服务
106,430047,诺思兰德,23.06,5.25,1.15,146264.0,337767694.39,10.18,23.88,21.65,21.79,21.91,1.98,8.12,-204.9,19.55,6324711720.0,4153254207.0,-0.17,-0.99,70.56,100.0,生物制品
107,605011,杭州热电,24.19,5.22,1.2,199071.0,479906688.0,9.35,24.98,22.83,23.06,22.99,2.81,4.98,65.66,4.2,9678419000.0,9678419000.0,-0.04,0.0,1.9,13.78,公用事业
108,688303,大全能源,24.35,5.09,1.18,336389.0,797979465.0,5.91,24.35,22.98,23.9,23.17,1.45,6.09,-23.4,1.32,52235759379.0,13458384379.0,0.12,0.37,38.9,0.87,光伏设备
109,600751,海航科技,3.73,5.07,0.18,2299677.0,845936388.0,10.7,3.84,3.46,3.54,3.55,1.51,8.94,62.91,1.44,10814529931.0,9597995164.0,0.27,0.27,47.43,41.83,航运港口
110,600182,S佳通,16.75,5.02,0.8,98253.0,162122320.0,5.89,16.75,15.81,15.9,15.95,4.37,5.78,60.18,4.63,5695000000.0,2847500000.0,0.0,0.0,13.79,-0.95,橡胶制品
111,603389,*ST亚振,17.84,5.0,0.85,38316.0,68111608.0,2.71,17.84,17.38,17.7,16.99,0.87,1.46,-54.98,20.08,4687495680.0,4687495680.0,0.0,0.0,282.01,191.03,装修建材
112,000756,新华制药,16.18,5.0,0.77,391069.0,617648352.27,8.63,16.59,15.26,15.41,15.41,3.34,7.94,24.89,2.16,11160584336.0,7970655090.0,0.0,-0.49,17.59,2.99,化学制药
113,603776,永安行,22.53,4.89,1.05,252850.0,557574038.0,11.73,23.23,20.71,21.03,21.48,1.94,10.48,-55.16,1.85,5433609846.0,5433609846.0,0.18,0.04,49.21,77.12,专业服务
114,688117,圣诺生物,35.29,4.87,1.64,174535.0,612521117.0,8.89,36.65,33.66,33.72,33.65,1.66,11.09,29.47,5.84,5554151164.0,5554151164.0,-0.03,0.48,78.86,93.48,化学制药
115,600104,上汽集团,17.06,4.79,0.78,871817.0,1479961434.0,5.65,17.2,16.28,16.3,16.28,4.1,0.75,16.33,0.68,197474608532.0,197474608532.0,0.12,0.0,22.56,-17.82,汽车整车
116,000530,冰山冷热,7.02,4.78,0.32,1665620.0,1148498886.93,11.79,7.33,6.54,6.71,6.7,1.96,27.76,49.15,1.9,5919351799.0,4212271639.0,0.0,0.0,40.4,16.81,通用设备
117,688279,峰岹科技,188.6,4.78,8.6,25517.0,476025812.0,8.22,193.8,179.0,180.0,180.0,1.3,4.57,86.39,6.81,17419733468.0,10534862744.0,0.0,-0.04,5.56,20.19,半导体
118,300947,德必集团,25.26,4.68,1.13,144645.0,361521271.53,11.19,26.4,23.7,24.24,24.13,0.96,9.57,475.37,3.01,3817738201.0,3816507660.0,0.0,0.0,78.39,59.17,专业服务
119,300987,川网传媒,19.85,4.64,0.88,232761.0,457369070.3,8.07,20.08,18.55,18.84,18.97,1.74,13.43,328.39,4.38,3441354800.0,3441354800.0,0.0,0.25,46.82,40.18,文化传媒
120,002098,浔兴股份,9.05,4.62,0.4,313469.0,281751099.9,8.21,9.23,8.52,8.67,8.65,3.18,8.76,15.63,2.42,3239900000.0,3239764250.0,0.11,0.11,23.47,14.7,纺织服装
121,600521,华海药业,22.99,4.6,1.01,911848.0,2094635034.0,6.51,23.83,22.4,22.5,21.98,1.92,6.26,28.94,3.76,34421802352.0,33475711826.0,-0.04,-0.17,57.14,28.65,化学制药
122,600192,长城电工,10.45,4.6,0.46,1360913.0,1396354612.0,12.41,10.87,9.63,9.63,9.99,2.34,30.81,-28.9,4.06,4616266600.0,4616266600.0,0.87,1.26,76.22,81.11,电网设备
123,002305,*ST南置,2.28,4.59,0.1,812946.0,184004344.19,4.13,2.29,2.2,2.22,2.18,2.33,4.69,-2.14,-1.78,3954011956.0,3953755469.0,0.44,0.44,82.4,14.57,房地产开发
124,300971,博亚精工,24.43,4.58,1.07,297695.0,701402574.76,11.34,24.85,22.2,22.69,23.36,1.11,32.34,436.49,2.91,2872968000.0,2249086826.0,0.08,0.0,89.09,70.6,通用设备
125,300875,捷强装备,45.66,4.58,2.0,140190.0,626901862.76,7.51,45.98,42.7,43.9,43.66,0.79,16.37,-220.0,4.74,4558454731.0,3910301396.0,0.07,0.66,110.9,62.14,专用设备
126,603918,金桥信息,20.85,4.56,0.91,577920.0,1199822159.0,8.73,21.34,19.6,19.6,19.94,1.73,15.78,-82.52,7.45,7642003007.0,7635866852.0,0.0,0.1,49.78,63.92,互联网服务
127,301007,德迈仕,31.26,4.55,1.36,172199.0,533363996.0,7.73,31.87,29.56,29.56,29.9,1.09,11.26,110.21,7.28,4793408400.0,4782576810.0,0.06,-0.06,90.49,71.48,汽车零部件
128,002851,麦格米特,49.9,4.55,2.17,525602.0,2634652529.1,6.49,51.2,48.1,48.14,47.73,2.05,11.54,63.7,4.43,27329888385.0,22727709189.0,0.02,0.0,-2.31,-18.81,电源设备
